id,gid,x,y,v_x,v_y,radius,time
1,0,-2.107116,1.749956,1.297238,-0.014592,0.750000,5.950000
2,1,-6.649238,0.000000,-1.299884,0.000000,0.750000,5.950000
0,0,-2.042255,-1.749226,1.297219,0.014592,0.750000,6.000000
1,0,-2.042255,1.749226,1.297219,-0.014592,0.750000,6.000000
2,1,-6.714233,0.000000,-1.299896,0.000000,0.750000,6.000000
0,0,-1.977395,-1.748497,1.297199,0.014593,0.750000,6.050000
1,0,-1.977395,1.748497,1.297199,-0.014593,0.750000,6.050000
2,1,-6.779229,0.000000,-1.299906,0.000000,0.750000,6.050000
0,0,-1.912536,-1.747767,1.297178,0.014594,0.750000,6.100000
1,0,-1.912536,1.747767,1.297178,-0.014594,0.750000,6.100000
2,1,-6.844224,0.000000,-1.299916,0.000000,0.750000,6.100000
0,0,-1.847678,-1.747037,1.297156,0.014597,0.750000,6.150000
1,0,-1.847678,1.747037,1.297156,-0.014597,0.750000,6.150000
2,1,-6.909221,0.000000,-1.299924,0.000000,0.750000,6.150000
0,0,-1.782822,-1.746307,1.297133,0.014600,0.750000,6.200000
1,0,-1.782822,1.746307,1.297133,-0.014600,0.750000,6.200000
2,1,-6.974217,0.000000,-1.299932,0.000000,0.750000,6.200000
0,0,-1.717966,-1.745577,1.297109,0.014604,0.750000,6.250000
1,0,-1.717966,1.745577,1.297109,-0.014604,0.750000,6.250000
2,1,-7.039214,0.000000,-1.299939,0.000000,0.750000,6.250000
0,0,-1.653112,-1.744847,1.297085,0.014608,0.750000,6.300000
1,0,-1.653112,1.744847,1.297085,-0.014608,0.750000,6.300000
2,1,-7.104211,0.000000,-1.299945,0.000000,0.750000,6.300000
0,0,-1.588259,-1.744116,1.297060,0.014614,0.750000,6.350000
1,0,-1.588259,1.744116,1.297060,-0.014614,0.750000,6.350000
2,1,-7.169209,0.000000,-1.299950,0.000000,0.750000,6.350000
0,0,-1.523407,-1.743385,1.297034,0.014620,0.750000,6.400000
1,0,-1.523407,1.743385,1.297034,-0.014620,0.750000,6.400000
2,1,-7.234207,0.000000,-1.299955,0.000000,0.750000,6.400000
0,0,-1.458557,-1.742654,1.297008,0.014627,0.750000,6.450000
